"taxi","date.date.","passenger_count","trip_distance","fare_amount","surcharge","mta_tax","tip_amount","tolls_amount","total_amount","rides","file_name"
"Green","2014-03-20",54451,113341.63,477451.6,16682.5,19328.5,38024.8399999999,4514.14999999996,556000.649999997,39491,"green_tripdata_2014-03.csv"
"Green","2014-03-21",64750,131907.67,557777.41,20632.5,22414,43746.6799999998,4754.65999999996,649347.699999994,45708,"green_tripdata_2014-03.csv"
"Green","2014-03-22",76901,166778.410000001,677089.81,13753.5,26011,55949.5099999998,4665.93999999996,777483.739999993,52977,"green_tripdata_2014-03.csv"
"Green","2014-03-23",64397,138953.970000001,552138.55,11617,21889,44312.9899999997,4235.47999999997,634221.279999998,44532,"green_tripdata_2014-03.csv"
"Green","2014-03-24",50034,99556.9300000003,414475.79,14726.1,17422,32070.4199999999,4324.39999999997,483040.699999999,35662,"green_tripdata_2014-03.csv"
"Green","2014-03-25",48758,95978.2500000004,401304.99,14366.5,16994,32417.68,3318.79999999998,468416.87,34753,"green_tripdata_2014-03.csv"
"Green","2014-03-26",55185,107769.979999999,456084.22,16984,19488.5,37041.7999999999,3777.91999999997,533389.439999999,39823,"green_tripdata_2014-03.csv"
"Green","2014-03-27",57052,116950.510000001,494619.2,17310.6,20144.5,40710.8699999999,4558.75999999996,577370.329999998,41230,"green_tripdata_2014-03.csv"
"Green","2014-03-28",64352,135461.6,566409.48,20124.5,22559.5,46332.0599999998,4974.56999999995,660400.609999996,46064,"green_tripdata_2014-03.csv"
"Green","2014-03-29",82503,168726.699999998,699332.26,13630.83,27986,59708.6199999997,5070.06999999996,805728.279999991,56905,"green_tripdata_2014-03.csv"
"Green","2014-03-30",61862,131549.83,527845.54,10211,21046.5,44272.9799999997,3861.92999999997,607242.649999997,42861,"green_tripdata_2014-03.csv"
"Green","2014-03-31",49536,101715.45,427157.99,13959.5,17223.5,32652.6299999999,4204.96999999997,495230.039999998,35273,"green_tripdata_2014-03.csv"
"Green","2014-04-01",50602,101179.23,435272.8,14819,17813.5,32782.0599999999,3654.97999999997,504348.04,36512,"green_tripdata_2014-04.csv"
"Green","2014-04-02",52270,106935.75,455817.51,15033,18368.5,36308.6099999998,4234.37999999997,529768.6,37709,"green_tripdata_2014-04.csv"
"Green","2014-04-03",57936,119045.879999999,510745.47,17709.52,20419.5,41307.51,4688.14999999996,594875.1,41881,"green_tripdata_2014-04.csv"
"Green","2014-04-04",73237,143598.18,625364.23,23496.5,25304.5,50680.8299999996,5347.87999999995,730208.17999999,51783,"green_tripdata_2014-04.csv"
"Green","2014-04-05",82619,175472.19,737042.69,14028.5,28023,60940.9000000001,6271.83999999994,846313.399999994,57164,"green_tripdata_2014-04.csv"
"Green","2014-04-06",68405,149540.030000002,606676.05,12243,23113.5,48733.6699999998,5185.57999999995,695960.379999995,47171,"green_tripdata_2014-04.csv"
"Green","2014-04-07",54587,105436.049999999,455604.38,17099.06,19128,34481.2999999999,3977.98999999997,530294.07,39271,"green_tripdata_2014-04.csv"
"Green","2014-04-08",49818,99205.9599999997,424020.72,14253,17303.5,33293.4999999999,4048.38999999997,492923.259999998,35554,"green_tripdata_2014-04.csv"
"Green","2014-04-09",53765,110612.06,466927.33,16128.5,18892.5,37909.3599999999,4469.50999999996,544332.599999999,38788,"green_tripdata_2014-04.csv"
"Green","2014-04-10",57972,120530.12,517333.59,17797.5,20391,42879.5099999999,5006.82999999995,603424.139999998,41799,"green_tripdata_2014-04.csv"
"Green","2014-04-11",69460,143945.850000001,611323.3,21678,23735,48718.5699999996,5497.68999999995,710977.479999991,48702,"green_tripdata_2014-04.csv"
"Green","2014-04-12",84101,176940.889999999,730455.34,14396,28129,59065.5899999998,5976.08999999994,838026.519999988,57320,"green_tripdata_2014-04.csv"
"Green","2014-04-13",67278,147694.509999999,585183.08,12007,22541,46209.29,4565.23999999996,670532.989999998,46006,"green_tripdata_2014-04.csv"
"Green","2014-04-14",48787,102812.26,427107.92,14447.5,16868.5,31960.5099999998,4302.07999999996,494692.509999998,34652,"green_tripdata_2014-04.csv"
"Green","2014-04-15",54825,106397.969999999,444405.05,16675.5,18962.5,36852.2199999998,3784.57999999997,520704.749999996,38835,"green_tripdata_2014-04.csv"
"Green","2014-04-16",54175,110263.7,459332.73,16170.5,18680.5,37890.1699999998,4178.70999999997,536220.579999999,38384,"green_tripdata_2014-04.csv"
"Green","2014-04-17",60366,124349.219999999,522316.54,18443,20783.5,44194.4499999997,5157.88999999995,610917.079999997,42568,"green_tripdata_2014-04.csv"
"Green","2014-04-18",66349,137290.210000001,562300.07,21038.5,22508.5,46720.6500000001,4974.62999999995,657547.85,46019,"green_tripdata_2014-04.csv"
"Green","2014-04-19",77330,166691.59,669585.35,13369.5,25838.5,54916.2799999999,4443.57999999996,768181.879999996,52701,"green_tripdata_2014-04.csv"
"Green","2014-04-20",68657,149879.81,587566.75,11698,22670.5,45295.9399999998,4226.10999999997,671467.799999994,46248,"green_tripdata_2014-04.csv"
"Green","2014-04-21",45807,97008.0399999999,393462.64,13596.5,15886,30448.6999999999,3678.92999999997,457078.569999999,32683,"green_tripdata_2014-04.csv"
"Green","2014-04-22",47842,99383.0599999991,411959.62,14469.33,16586,33971.1899999999,3823.60999999997,480809.749999999,34024,"green_tripdata_2014-04.csv"
"Green","2014-04-23",56266,115290.03,485916.79,16808,19554.5,42725.6499999998,4462.14999999996,569471.969999997,40064,"green_tripdata_2014-04.csv"
"Green","2014-04-24",58821,123184.890000001,523274.62,17676.5,20416.5,46203.3699999999,4942.56999999995,612536.349999998,41826,"green_tripdata_2014-04.csv"
"Green","2014-04-25",71155,149731.42,634318.24,22795.02,24461,54413.9200000001,5850.65999999994,741859.199999998,50083,"green_tripdata_2014-04.csv"
"Green","2014-04-26",89426,188048.780000002,775293.58,15206.52,29693,67753.6899999999,5570.01999999995,893528.509999987,60442,"green_tripdata_2014-04.csv"
"Green","2014-04-27",71032,156690.030000002,624518.62,12357,23736,52712.8099999997,4565.55999999996,717914.389999993,48392,"green_tripdata_2014-04.csv"
"Green","2014-04-28",48709,102852.370000001,427355.56,13886,16963,34556.6099999999,4481.74999999997,497254.619999999,34824,"green_tripdata_2014-04.csv"
"Green","2014-04-29",56523,110790.5,478023.04,16810.5,19506.5,41191.9999999999,4115.84999999997,559655.609999997,39995,"green_tripdata_2014-04.csv"
"Green","2014-04-30",67268,126649.39,566419.62,20731,23358.5,51087.0699999995,4570.97999999996,666192.489999992,47755,"green_tripdata_2014-04.csv"
"Green","2014-05-01",61810,126322.7,548290.12,18370.02,21567.5,46333.85,5350.77999999995,639926.889999999,44181,"green_tripdata_2014-05.csv"
"Green","2014-05-02",77903,169551.8,735805.95,24274.77,26652.5,58811.4299999997,6709.45999999993,852305.61999999,54523,"green_tripdata_2014-05.csv"
"Green","2014-05-03",91924,199295.430000001,818382.73,15243,30575.5,69005.2199999995,6295.46999999993,939520.099999988,62233,"green_tripdata_2014-05.csv"
"Green","2014-05-04",70161,155794.399999999,619215.52,12499.5,23600.5,50278.31,5406.96999999995,711004.699999997,48157,"green_tripdata_2014-05.csv"
"Green","2014-05-05",52159,109281.07,456458.42,14912,17987.5,36901.6999999999,4193.71999999997,530470.169999999,36845,"green_tripdata_2014-05.csv"
"Green","2014-05-06",53499,111151.600000001,473066.44,16011.3,18480,39139.36,4642.05999999996,551368.66,37849,"green_tripdata_2014-05.csv"
"Green","2014-05-07",56283,116760.439999999,498602.58,16580.5,19351,43403.2400000001,5191.57999999995,583136.1,39618,"green_tripdata_2014-05.csv"
"Green","2014-05-08",61852,130443.569999999,559476.72,18567.5,21441,50081.8199999998,6577.28999999993,656160.579999993,43893,"green_tripdata_2014-05.csv"
"Green","2014-05-09",73261,154181.829999999,656627.39,22991.1,24991,57248.9299999996,7119.60999999992,768986.19999999,51142,"green_tripdata_2014-05.csv"
"Green","2014-05-10",86782,186787.950000001,772110.77,14318,28819.5,66041.3499999995,6854.50999999993,888154.279999984,58686,"green_tripdata_2014-05.csv"
"Green","2014-05-11",76323,167386.83,673454.76,12763.5,25334,52144.6999999998,5512.82999999995,769216.069999992,51600,"green_tripdata_2014-05.csv"
"Green","2014-05-12",51816,109540.66,463538.93,14910.5,17768,38065.6599999999,4730.30999999996,539021.5,36439,"green_tripdata_2014-05.csv"
"Green","2014-05-13",54281,110477.14,472685.91,15378,18570,40376.2499999998,4885.05999999996,560386.919999997,38013,"green_tripdata_2014-05.csv"
"Green","2014-05-14",58504,121517.4,516265.27,17103,20033.5,45889.3099999999,5438.25999999995,604740.189999997,40955,"green_tripdata_2014-05.csv"
"Green","2014-05-15",61800,133600.65,571505.14,18290.52,21339.5,51941.5699999998,5895.57999999994,668979.799999993,43662,"green_tripdata_2014-05.csv"
"Green","2014-05-16",78320,157176.240000001,686899.25,23640.5,26283.5,61955.3499999999,6970.81999999993,805767.169999991,53685,"green_tripdata_2014-05.csv"
"Green","2014-05-17",85933,187481.679999999,776232.07,13863,28229,69184.6999999997,6920.92999999993,894445.949999989,57485,"green_tripdata_2014-05.csv"
"Green","2014-05-18",73995,164623.89,658048.4,12888,24368,56092.9299999998,5313.94999999995,756739.639999993,49635,"green_tripdata_2014-05.csv"
"Green","2014-05-19",51270,110869.09,467452.41,14734,17821,39287.22,4994.87999999995,544308.709999998,36476,"green_tripdata_2014-05.csv"
"Green","2014-05-20",53331,112466.89,481704.53,14895,18181,43067.8399999998,4971.11999999996,562826.709999998,37218,"green_tripdata_2014-05.csv"
"Green","2014-05-21",58270,124058.62,528775.72,16647,19592,47012.2599999998,5775.54999999994,617813.589999997,40111,"green_tripdata_2014-05.csv"
"Green","2014-05-22",62618,134930.37,574676.48,18725,21328,52747.3899999998,6598.47999999993,674105.919999994,43652,"green_tripdata_2014-05.csv"
"Green","2014-05-23",76535,154820.86,669528.15,24044.5,25911.5,57555.2099999996,6577.34999999993,783654.809999996,52898,"green_tripdata_2014-05.csv"
"Green","2014-05-24",78340,166594.229999999,670764.88,12588,25834,56170.7599999994,5467.52999999995,770867.319999992,52690,"green_tripdata_2014-05.csv"
"Green","2014-05-25",68635,153746.1,607236.72,11943,22730,48493.7999999998,4769.45999999996,695183.099999997,46302,"green_tripdata_2014-05.csv"
"Green","2014-05-26",52984,119199.959999999,467594.61,8364.5,17644,39078.3699999999,3979.17999999997,536669.160000001,36009,"green_tripdata_2014-05.csv"
"Green","2014-05-27",49842,105987.62,445479.81,14054.5,17061,37091.5699999999,4536.18999999996,518230.369999999,34970,"green_tripdata_2014-05.csv"
"Green","2014-05-28",55770,114993.86,494706.55,16377.5,19240,42965.0199999998,4805.53999999996,578098.109999995,39323,"green_tripdata_2014-05.csv"
"Green","2014-05-29",60955,125641.92,541612.54,17761.5,20648,47873.52,5346.30999999995,633258.169999999,42221,"green_tripdata_2014-05.csv"
"Green","2014-05-30",73351,152073.730000001,653645.48,23053.52,25000,55352.8999999997,5731.07999999994,762828.229999995,51106,"green_tripdata_2014-05.csv"
"Green","2014-05-31",88609,188661.729999999,796450.23,14583.5,29430,69348.9699999999,7940.81999999991,917763.239999984,59926,"green_tripdata_2014-05.csv"
"Green","2014-06-01",71835,158625.63,654379.32,12368.09,23730.5,56404.8999999999,6636.45999999993,753532.489999994,48404,"green_tripdata_2014-06.csv"
"Green","2014-06-02",49625,106075.52,441786.76,14190,17222.5,36167.5699999999,4433.13999999996,513816.37,35308,"green_tripdata_2014-06.csv"
"Green","2014-06-03",55878,112730.26,482422.05,17006,19284,41426.7699999998,4862.84999999996,565009.819999998,39451,"green_tripdata_2014-06.csv"
"Green","2014-06-04",58084,123423.309999999,515208.11,17041.5,19988,45657.6299999998,4984.47999999996,602877.989999996,40927,"green_tripdata_2014-06.csv"
"Green","2014-06-05",61655,127848.84,540391.85,17820,21001,48706.8399999997,4989.82999999996,632938.319999996,43049,"green_tripdata_2014-06.csv"
"Green","2014-06-06",72888,149721.500000001,648696.67,22288,24491,55244.1499999999,7291.78999999992,758030.409999995,50037,"green_tripdata_2014-06.csv"
"Green","2014-06-07",87333,193231.640000003,785903.12,14786,28905.5,69090.01,8328.56999999991,907033.299999987,58886,"green_tripdata_2014-06.csv"
"Green","2014-06-08",73548,166931.06,655421.57,12849,24222,56665.8599999998,7284.07999999993,756476.369999994,49373,"green_tripdata_2014-06.csv"
"Green","2014-06-09",52671,110325.47,465925.12,14377.95,18000,40228.7799999997,4997.81999999995,543531.789999999,36933,"green_tripdata_2014-06.csv"
"Green","2014-06-10",53064,109937.72,466286.68,15096,18064.5,40545.5899999999,4796.39999999996,544799.919999999,36966,"green_tripdata_2014-06.csv"
"Green","2014-06-11",56918,121096.21,511538.07,16376.5,19545,46717.5899999997,5144.68999999995,599336.699999994,40021,"green_tripdata_2014-06.csv"
"Green","2014-06-12",62389,132840.950000001,563341.02,18269.5,21569.5,51913.6099999999,5589.78999999995,660693.519999993,44133,"green_tripdata_2014-06.csv"
"Green","2014-06-13",75471,152922.79,666304.62,24726,25652,59080.7699999998,6040.51999999994,781823.549999994,52473,"green_tripdata_2014-06.csv"
"Green","2014-06-14",86175,188027.299999999,777766.27,14474.5,28814,67908.9499999994,8635.70999999993,897623.249999984,58733,"green_tripdata_2014-06.csv"
"Green","2014-06-15",73174,162044.569999999,648044.28,12806.5,24279.5,52731.0699999998,5917.03999999994,743790.039999993,49397,"green_tripdata_2014-06.csv"
"Green","2014-06-16",51310,108500.16,451972.57,14846,17797.5,37090.0199999998,4348.46999999996,526077.709999998,36447,"green_tripdata_2014-06.csv"
"Green","2014-06-17",54197,110772.459999999,471446.87,15385,18475.5,40350.2899999998,4888.99999999996,550560.779999999,37818,"green_tripdata_2014-06.csv"
"Green","2014-06-18",56591,117987.659999999,501235.61,16535.5,19503.5,43971.8399999998,4848.22999999996,586109.449999998,40022,"green_tripdata_2014-06.csv"
"Green","2014-06-19",62672,131291.280000001,557359.53,17678.5,21195.5,49963.5799999996,5467.51999999994,651672.549999996,43460,"green_tripdata_2014-06.csv"
"Green","2014-06-20",72318,149885.89,639224.56,22252.52,24245,55365.2499999998,6164.35999999994,747270.259999991,49611,"green_tripdata_2014-06.csv"
"Green","2014-06-21",82768,182122.000000001,735888.41,14362.02,27490,64723.9699999997,6477.28999999993,848951.879999987,56067,"green_tripdata_2014-06.csv"
"Green","2014-06-22",70614,158594.510000001,624187.7,12317.5,23246,55804.6599999998,5343.20999999995,721915.869999994,47441,"green_tripdata_2014-06.csv"
"Green","2014-06-23",50964,107676.98,444202.99,14454.5,17362,36813.0599999998,4366.67999999996,517215.53,35597,"green_tripdata_2014-06.csv"
"Green","2014-06-24",51566,109371.76,461123.01,14564,17707,39811.5699999998,4590.00999999996,537808.189999999,36333,"green_tripdata_2014-06.csv"
"Green","2014-06-25",58970,123925.33,518836.98,17320,20048.5,46148.14,5340.75999999995,607727.189999999,41042,"green_tripdata_2014-06.csv"
"Green","2014-06-26",62498,132501.21,562273.28,18221,21370,51312.8699999998,5680.61999999994,658878.619999994,43800,"green_tripdata_2014-06.csv"
"Green","2014-06-27",69271,146798.21,623574.16,21577,23530.5,55459.0499999995,6215.41999999994,730365.77999999,48179,"green_tripdata_2014-06.csv"
"Green","2014-06-28",82964,185427.9,746757.15,13867,27793.5,67085.3799999998,6638.43999999993,862151.549999989,56709,"green_tripdata_2014-06.csv"
"Green","2014-06-29",66872,152695.17,604795.94,10931,22594,52299.7799999995,5334.45999999995,695949.24999999,46128,"green_tripdata_2014-06.csv"
"Green","2014-06-30",50187,106947.209999999,441409.12,14102.5,17080.5,37876.47,4856.56999999995,515337.910000001,35014,"green_tripdata_2014-06.csv"
"Green","2014-07-01",54194,113818.910000001,474108.14,15308.5,18663.5,40230.9499999999,4898.72999999995,553226.069999999,38222,"green_tripdata_2014-07.csv"
"Green","2014-07-02",60538,121274.06,525484.08,18688.5,20773,44920.3799999998,4946.55999999996,614816.819999995,42524,"green_tripdata_2014-07.csv"
"Green","2014-07-03",66222,135193.559999999,579570.29,19754.5,22513.5,49955.5499999997,6051.23999999994,677861.879999994,46097,"green_tripdata_2014-07.csv"
"Green","2014-07-04",61699,130562.030000001,525793.56,8890.5,20365,46441.8499999997,4682.32999999996,606205.869999995,41591,"green_tripdata_2014-07.csv"
"Green","2014-07-05",68896,153630.679999999,598730.37,11553,22978,48755.9399999998,4518.63999999996,686553.529999994,46927,"green_tripdata_2014-07.csv"
"Green","2014-07-06",58767,133888.2,521160.26,9362.5,19759.5,43273.5499999998,4347.10999999996,597908.329999998,40403,"green_tripdata_2014-07.csv"
"Green","2014-07-07",48094,102005.860000001,416096.06,13525,16637,33433.35,4033.15999999997,483735.740000001,34163,"green_tripdata_2014-07.csv"
"Green","2014-07-08",50920,103220.240000001,436750.23,14306,17444,37476.33,4302.58999999996,510302.530000001,35807,"green_tripdata_2014-07.csv"
"Green","2014-07-09",51440,108447.339999999,451023.76,14642.5,17829,40147.36,4344.35999999996,527991.179999999,36545,"green_tripdata_2014-07.csv"
"Green","2014-07-10",55401,118279.13,500730.88,16096,19075.5,45011.1299999996,5053.32999999996,585974.749999996,39110,"green_tripdata_2014-07.csv"
"Green","2014-07-11",64690,137942.790000001,577892.28,20229.5,22182.5,51842.24,6629.14999999993,678855.899999996,45439,"green_tripdata_2014-07.csv"
"Green","2014-07-12",78729,174721.349999998,716931.03,13132,26615,63131.8699999997,8123.15999999991,828674.049999987,54446,"green_tripdata_2014-07.csv"
"Green","2014-07-13",66388,153183.110000001,601908.85,11517.5,22594,53169.9099999999,6079.19999999994,695297.229999996,46126,"green_tripdata_2014-07.csv"
"Green","2014-07-14",53178,106839.629999999,446598.44,15422.52,18164,41427.7199999999,4760.06999999996,526447.65,37208,"green_tripdata_2014-07.csv"
"Green","2014-07-15",54329,105779.62,458182.79,15706.5,18684.5,41313.8799999998,4771.43999999996,538680.129999997,38316,"green_tripdata_2014-07.csv"
"Green","2014-07-16",51730,108252.77,454917.87,14818.5,17772.5,41920.54,4069.78999999997,533506.02,36498,"green_tripdata_2014-07.csv"
"Green","2014-07-17",55657,118331.03,501411.04,16668,19410.5,45527.7299999997,5059.39999999995,588086.389999996,39778,"green_tripdata_2014-07.csv"
"Green","2014-07-18",66580,143136.859999999,596467.59,20449,22569.5,53656.4500000001,5845.67999999994,787059.379999997,46195,"green_tripdata_2014-07.csv"
"Green","2014-07-19",77849,169146.569999999,689546.07,12961.5,25812.5,60941.1399999998,6969.10999999993,796248.219999991,52743,"green_tripdata_2014-07.csv"
"Green","2014-07-20",66374,147350.57,589999.72,11252.02,22272.5,50456.2899999997,5541.32999999995,679531.959999994,45403,"green_tripdata_2014-07.csv"
"Green","2014-07-21",47356,100654.040000001,414336.13,13278.52,16130.5,33655.32,4108.44999999997,481509.42,33091,"green_tripdata_2014-07.csv"
"Green","2014-07-22",50120,105892.88,440673.06,14526.02,17213.5,39389.2599999999,4343.08999999996,516156.779999999,35244,"green_tripdata_2014-07.csv"
"Green","2014-07-23",55498,116634.32,484247.45,16260.5,18953.5,44658.5599999995,4436.02999999996,568558.039999996,38895,"green_tripdata_2014-07.csv"
"Green","2014-07-24",54744,119521.25,501736.02,16121,18879,48611.9399999998,5263.09999999995,590611.559999997,38746,"green_tripdata_2014-07.csv"
"Green","2014-07-25",63320,137115.679999998,573053.81,19908,21678,51543.9799999998,5900.48999999994,672077.779999997,44485,"green_tripdata_2014-07.csv"
"Green","2014-07-26",77879,172756.069999999,685850.34,13141.5,25982,61316.5899999998,5555.53999999995,791856.919999991,53060,"green_tripdata_2014-07.csv"
"Green","2014-07-27",67878,151748.390000001,595184.34,11446.5,22639.5,50917.3399999997,5048.13999999995,685244.819999995,46253,"green_tripdata_2014-07.csv"
"Green","2014-07-28",40404,87093.2700000001,357403.61,11629,14213,28552.5399999998,3909.03999999997,415706.689999997,29222,"green_tripdata_2014-07.csv"
"Green","2014-07-29",46612,100440.279999999,416624.51,13672,16049,36587.7899999998,4099.92999999997,487042.53,32981,"green_tripdata_2014-07.csv"
"Green","2014-07-30",52233,112448.390000001,470054.92,15281,17967,43722.4999999998,4988.22999999995,552015.049999998,36912,"green_tripdata_2014-07.csv"
"Green","2014-07-31",59021,128045.11,534710.43,17828.5,20227.5,50270.6399999998,5292.68999999995,628358.599999995,41543,"green_tripdata_2014-07.csv"
"Green","2014-08-01",71592,149929.3,632825.45,22035,24394,55614.6099999998,6193.24999999993,741064.809999994,50016,"green_tripdata_2014-08.csv"
"Green","2014-08-02",83374,182606.170000001,727828.65,14551.5,27724,64444.79,5339.50999999995,839889.749999995,56690,"green_tripdata_2014-08.csv"
"Green","2014-08-03",69534,155244.239999999,611926.1,12356,23216.5,53017.6099999995,4652.21999999996,705192.429999994,47490,"green_tripdata_2014-08.csv"
"Green","2014-08-04",49569,105059.609999999,431606.62,13860.52,16946.5,35251.2399999998,4348.46999999996,502015.469999999,34874,"green_tripdata_2014-08.csv"
"Green","2014-08-05",51226,107673.630000001,446042.13,14744.5,17542,39252.1999999998,4501.34999999996,522108.529999999,36032,"green_tripdata_2014-08.csv"
"Green","2014-08-06",54388,115988.519999999,484587.67,15957.5,18591.5,44111.0599999998,4954.27999999996,568212.389999998,38179,"green_tripdata_2014-08.csv"
"Green","2014-08-07",58369,124967.879999999,527637.65,17653.04,20054,48673.8299999998,4983.34999999995,619008.399999997,41156,"green_tripdata_2014-08.csv"
"Green","2014-08-08",67001,143451.24,597058.84,20993.56,22943,52527.94,5681.03999999994,699220.599999995,47051,"green_tripdata_2014-08.csv"
"Green","2014-08-09",81850,180314.97,724612.519999997,14236.5,27298.5,62323.4099999995,6025.32999999994,834524.509999981,55995,"green_tripdata_2014-08.csv"
"Green","2014-08-10",68449,152915.66,601513.17,12211.52,22909.5,52067.7599999998,4722.01999999996,693433.529999994,46793,"green_tripdata_2014-08.csv"
"Green","2014-08-11",47714,103142.17,425772.62,13455.5,16425.5,35886.2699999998,4579.18999999996,496117.579999998,33849,"green_tripdata_2014-08.csv"
"Green","2014-08-12",51287,106153.270000001,445879.32,15187.04,17658.5,40202.4299999998,4285.39999999997,523271.539999999,36215,"green_tripdata_2014-08.csv"
"Green","2014-08-13",53677,113335.74,468084.02,15792,18610.35,43255.82,4761.17999999996,550518.659999999,38164,"green_tripdata_2014-08.csv"
"Green","2014-08-14",56853,122107.49,513984.03,16781,19403.5,46629.6099999999,5167.74999999995,601969.989999998,39879,"green_tripdata_2014-08.csv"
"Green","2014-08-15",68523,146920.89,611987.83,21471.5,23259,55421.4999999995,6318.83999999994,718474.569999991,47700,"green_tripdata_2014-08.csv"
"Green","2014-08-16",83007,183964.970000001,735382.45,14331.5,27571.5,64569.7799999994,5930.00999999994,847796.059999985,56688,"green_tripdata_2014-08.csv"
"Green","2014-08-17",69036,155722.25,611678.82,12259.5,23087,51838.4899999999,4941.23999999996,703831.529999994,47235,"green_tripdata_2014-08.csv"
"Green","2014-08-18",48649,106352.05,429993.74,13825.52,16692,35821.0599999999,4584.42999999996,500918.55,34336,"green_tripdata_2014-08.csv"
"Green","2014-08-19",47690,102551.749999999,422339.33,13699.5,16392,36456.5699999999,4186.09999999997,493072.5,33753,"green_tripdata_2014-08.csv"
"Green","2014-08-20",51778,111822.47,465199.55,15207,17902,41398.1099999998,4419.24999999996,544134.93,36767,"green_tripdata_2014-08.csv"
"Green","2014-08-21",57670,124193.69,520404.51,17589.5,20083.5,47257.6499999996,5190.58999999995,610532.129999995,41177,"green_tripdata_2014-08.csv"
"Green","2014-08-22",67450,143486.239999999,598611.64,21499.5,23033,54469.8499999998,6073.51999999994,703701.709999994,47207,"green_tripdata_2014-08.csv"
"Green","2014-08-23",78266,171364.690000002,695469.87,13678.5,26247.5,62428.3999999998,6214.19999999994,804043.369999993,53662,"green_tripdata_2014-08.csv"
"Green","2014-08-24",66666,150863.489999999,598396.38,12062.02,22531,53057.6699999995,5052.19999999995,691130.559999993,46051,"green_tripdata_2014-08.csv"
"Green","2014-08-25",49105,106429.05,428774.97,13805,16599,36151.2799999998,5213.12999999995,551722.379999996,34144,"green_tripdata_2014-08.csv"
"Green","2014-08-26",49230,106398.8,434928.39,13963,16656,38513.1599999999,4932.85999999996,508997.610000001,34261,"green_tripdata_2014-08.csv"
"Green","2014-08-27",53921,116829.999999999,480660.5,15788.5,18450,43496.7899999998,5177.32999999995,563578.42,37955,"green_tripdata_2014-08.csv"
"Green","2014-08-28",57658,128263.58,532918.43,17206,19774,48768.1499999997,6144.14999999994,624812.229999997,40645,"green_tripdata_2014-08.csv"
"Green","2014-08-29",69644,152968.849999999,630656.73,21631,23712.5,55975.6599999998,7598.19999999992,739577.589999992,48675,"green_tripdata_2014-08.csv"
"Green","2014-08-30",78661,178347.119999998,697778.43,13546.52,26346,58583.22,7692.14999999992,803948.819999994,53895,"green_tripdata_2014-08.csv"
"Green","2014-08-31",71047,161162.759999998,627459.14,12088.06,23685,52061.3699999997,6503.23999999993,721803.909999994,48407,"green_tripdata_2014-08.csv"
"Green","2014-09-01",52401,119537.22,464451.8,7990,17588,40282.9499999999,5206.16999999996,536015.48,35949,"green_tripdata_2014-09.csv"
"Green","2014-09-02",52751,111868.36,470553.45,14910,18023.5,39895.6099999999,5557.03999999995,548956.599999999,37020,"green_tripdata_2014-09.csv"
"Green","2014-09-03",56249,117187.109999999,495375.56,15976.5,19180.5,42687.9099999998,5157.30999999995,578456.529999998,39511,"green_tripdata_2014-09.csv"
"Green","2014-09-04",61679,132601.180000001,564689.83,17643.5,21187,52212.3499999996,6261.04999999993,662012.709999994,43408,"green_tripdata_2014-09.csv"
"Green","2014-09-05",70965,151621.530000001,648972.56,22027.5,24557,59211.7799999997,6208.75999999993,760982.019999994,50318,"green_tripdata_2014-09.csv"
"Green","2014-09-06",86598,188977.35,766374.35,14682,29194,72948.9199999998,6593.94999999993,889798.119999989,59539,"green_tripdata_2014-09.csv"
"Green","2014-09-07",70515,160400.62,635340.41,11774,23812.5,58044.79,5230.30999999995,734204.409999996,48649,"green_tripdata_2014-09.csv"
"Green","2014-09-08",52205,112483.55,470232.9,14523.5,18038.25,39756.5599999999,5194.81999999995,547746.06,37058,"green_tripdata_2014-09.csv"
"Green","2014-09-09",52272,109610.4,475237.24,14974,18406,44701.1799999999,4227.72999999997,557554.649999997,37740,"green_tripdata_2014-09.csv"
"Green","2014-09-10",55137,118482.09,508294.33,15931,19361,49375.75,5440.81999999994,598416.849999999,39791,"green_tripdata_2014-09.csv"
"Green","2014-09-11",60216,127258.700000001,543740.48,17718.91,20918,51686.2900000001,5136.18999999995,639217.049999996,42897,"green_tripdata_2014-09.csv"
"Green","2014-09-12",72563,154090.990000001,666131.71,22785.5,25109.5,62240.2799999996,6134.63999999994,782421.429999991,51488,"green_tripdata_2014-09.csv"
"Green","2014-09-13",93666,199395.860000002,817494.39,15479.5,31536.5,77416.2199999999,6068.32999999994,947995.819999987,64251,"green_tripdata_2014-09.csv"
"Green","2014-09-14",74802,168422.18,670750.85,12683.5,25321.5,62398.3499999998,5203.85999999995,776375.539999993,51732,"green_tripdata_2014-09.csv"
"Green","2014-09-15",52905,113655.27,471424.35,14800.62,18240.5,43104.2199999997,4574.63999999996,552153.38,37454,"green_tripdata_2014-09.csv"
"Green","2014-09-16",54436,114317.669999999,493973.54,15413.5,19352,45656.4799999997,4647.61999999996,579047.889999999,39691,"green_tripdata_2014-09.csv"
"Green","2014-09-17",54682,115919.820000001,496893,16233.5,19291,47955.5999999999,4861.34999999996,585240.749999997,39602,"green_tripdata_2014-09.csv"
"Green","2014-09-18",61382,131278.33,561944.36,18633,21480,54516.7599999996,6260.21999999994,662835.339999992,43947,"green_tripdata_2014-09.csv"
"Green","2014-09-19",73223,157243.030000001,678406.74,23078,25490,65681.7699999999,6501.66999999993,799170.879999991,52171,"green_tripdata_2014-09.csv"
