"","Address","Date.time","Minimum.Temperature","Maximum.Temperature","Temperature","Dew.Point","Relative.Humidity","Heat.Index","Wind.Speed","Wind.Gust","Wind.Direction","Precipitation","Precipitation.Cover","Snow.Depth","Visibility","Cloud.Cover","Sea.Level.Pressure","Weather.Type","Latitude","Longitude","Resolved.Address","Info"
"1","bronx, ny","01/01/2009",15.7,25.6,20.9,2.1,44.31,NA,21.9,39.1,300.21,0,8.33,NA,10,NA,1022.3,"",40.82601,-73.92309,"bronx, ny",NA
"2","bronx, ny","01/02/2009",23.5,34,30.7,17.2,58.49,NA,15.3,NA,234.87,0,0,NA,9.3,NA,1013.4,"Light Snow",40.82601,-73.92309,"bronx, ny",NA
"3","bronx, ny","01/03/2009",30.4,38.2,33.6,16.1,49.2,NA,18.1,34.4,286.08,0,0,NA,10,NA,1014.3,"",40.82601,-73.92309,"bronx, ny",NA
"4","bronx, ny","01/04/2009",25.6,41.5,33.3,11.6,41.09,NA,16.2,30,278.83,0,0,NA,10,NA,1017.9,"",40.82601,-73.92309,"bronx, ny",NA
"5","bronx, ny","01/05/2009",39.4,43,41.6,23.8,49.63,NA,12.3,NA,281.5,0,0,NA,10,NA,1014.1,"",40.82601,-73.92309,"bronx, ny",NA
"6","bronx, ny","01/06/2009",30.7,38.2,33.5,10.2,40.35,NA,11.1,NA,119.92,0,12.5,NA,9.6,NA,1016,"Ice, Light Snow, Rain, Light Rain, Light Freezing Rain",40.82601,-73.92309,"bronx, ny",NA
"7","bronx, ny","01/07/2009",31.1,38.2,35.5,32.6,89.23,NA,19.2,30,126.5,1.2,87.5,NA,6.1,NA,994.9,"Mist, Rain, Light Rain, Light Freezing Rain",40.82601,-73.92309,"bronx, ny",NA
"8","bronx, ny","01/08/2009",30.4,37.9,35.4,21.2,56.44,NA,19.6,40.3,255.83,0,0,NA,10,NA,997.3,"Light Snow, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"9","bronx, ny","01/09/2009",26.5,32.5,29.1,12.9,50.41,NA,17,34.4,288.29,0,0,NA,10,NA,1015.3,"",40.82601,-73.92309,"bronx, ny",NA
"10","bronx, ny","01/10/2009",24.7,28.9,26.3,16.5,67.17,NA,14.3,NA,183.64,0.1,33.33,1.2,7.2,NA,1022.8,"Light Snow, Mist, Fog, Smoke Or Haze, Light Freezing Rain, Snow",40.82601,-73.92309,"bronx, ny",NA
"11","bronx, ny","01/11/2009",25.6,30.8,28.6,22,76.76,NA,13.5,NA,253.62,0.2,25,1.2,8.8,NA,1012,"Mist, Rain, Freezing Drizzle/Freezing Rain, Light Rain, Light Freezing Drizzle/Freezing Rain, Light Freezing Rain",40.82601,-73.92309,"bronx, ny",NA
"12","bronx, ny","01/12/2009",21.8,32.5,27.2,14.7,59.63,NA,12.8,NA,290.39,0,0,NA,10,NA,1021.2,"",40.82601,-73.92309,"bronx, ny",NA
"13","bronx, ny","01/13/2009",29.5,39.7,35.4,23.3,61.08,NA,12.8,NA,206.83,0,0,NA,10,NA,1017.5,"",40.82601,-73.92309,"bronx, ny",NA
"14","bronx, ny","01/14/2009",17.5,36.2,23.2,4.1,43.86,NA,17.7,41.4,293.09,0,0,NA,10,NA,1017.1,"",40.82601,-73.92309,"bronx, ny",NA
"15","bronx, ny","01/15/2009",16,22.1,19,7.4,60.91,NA,12.7,NA,188.21,0,20.83,1.2,7.9,NA,1023.2,"Heavy Snow, Light Snow, Mist",40.82601,-73.92309,"bronx, ny",NA
"16","bronx, ny","01/16/2009",10.6,17,13.8,-2.8,47.41,NA,13.8,NA,280.62,0,0,1.2,10,NA,1032.2,"",40.82601,-73.92309,"bronx, ny",NA
"17","bronx, ny","01/17/2009",7.3,21,13.4,-3,47.52,NA,10.6,NA,242.04,5.8,62.5,NA,10,NA,1032.1,"",40.82601,-73.92309,"bronx, ny",NA
"18","bronx, ny","01/18/2009",21.7,33.7,28.5,21.6,76.02,NA,10.3,NA,131.61,4.9,83.33,1.2,6.4,NA,1014.7,"Light Snow, Mist, Fog, Snow",40.82601,-73.92309,"bronx, ny",NA
"19","bronx, ny","01/19/2009",26.5,32.5,29.4,25,83.88,NA,8.9,NA,240.11,0,20.83,3.9,5.6,NA,1004.6,"Mist, Light Snow, Fog, Snow",40.82601,-73.92309,"bronx, ny",NA
"20","bronx, ny","01/20/2009",20.5,28.9,24.7,13.6,62.69,NA,12.3,NA,284.42,0.1,4.17,3.9,10,NA,1005.2,"",40.82601,-73.92309,"bronx, ny",NA
"21","bronx, ny","01/21/2009",17.9,26.5,21.8,6.4,52.06,NA,13.1,NA,291.67,0,0,3.1,10,NA,1012.3,"",40.82601,-73.92309,"bronx, ny",NA
"22","bronx, ny","01/22/2009",21.4,36.8,29.2,13.9,52.62,NA,13.4,NA,251,0,0,2,10,NA,1015.4,"",40.82601,-73.92309,"bronx, ny",NA
"23","bronx, ny","01/23/2009",30.7,45.5,39,22.7,52.52,NA,11.2,NA,198.04,0,0,2,9.8,NA,1013.5,"",40.82601,-73.92309,"bronx, ny",NA
"24","bronx, ny","01/24/2009",18.2,46.6,33.3,13.1,43.01,NA,20.3,33.3,290.54,0,0,1.2,10,NA,1015.9,"",40.82601,-73.92309,"bronx, ny",NA
"25","bronx, ny","01/25/2009",14.5,26.5,20.8,1.3,42.6,NA,11.5,NA,284,0,0,NA,10,NA,1026.6,"",40.82601,-73.92309,"bronx, ny",NA
"26","bronx, ny","01/26/2009",19.6,29.2,24.4,5.2,44.68,NA,9.7,NA,282.46,0,0,NA,10,NA,1029.2,"",40.82601,-73.92309,"bronx, ny",NA
"27","bronx, ny","01/27/2009",26.2,29.5,27.7,6.4,40.28,NA,9.2,NA,210.92,0,0,NA,10,NA,1030.7,"",40.82601,-73.92309,"bronx, ny",NA
"28","bronx, ny","01/28/2009",24.4,40.5,32.6,27.6,83.28,NA,17.7,41.4,131.96,1,83.33,2,4,NA,1012.6,"Light Snow, Mist, Light Drizzle, Rain, Fog, Light Rain, Smoke Or Haze, Light Freezing Rain, Snow",40.82601,-73.92309,"bronx, ny",NA
"29","bronx, ny","01/29/2009",26.5,36.2,30.6,15.1,52.25,NA,16.9,36.9,277.75,0,0,1.2,10,NA,1012.8,"",40.82601,-73.92309,"bronx, ny",NA
"30","bronx, ny","01/30/2009",28.6,34.3,31.4,18.7,59.23,NA,15,NA,247.39,0,0,NA,9.3,NA,1012.6,"Light Snow, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"31","bronx, ny","01/31/2009",20.5,27.2,24.7,7.1,47.35,NA,15.9,30,276.88,0,0,NA,10,NA,1014.9,"",40.82601,-73.92309,"bronx, ny",NA
"32","bronx, ny","02/01/2009",26.9,51.7,39,19.5,45.53,NA,15.1,NA,229.58,0,0,NA,10,NA,1013.3,"",40.82601,-73.92309,"bronx, ny",NA
"33","bronx, ny","02/02/2009",36.2,52,43.9,27.4,53.63,NA,13.1,NA,121.73,0,0,NA,9.9,NA,1013.4,"",40.82601,-73.92309,"bronx, ny",NA
"34","bronx, ny","02/03/2009",26.5,35.5,31.5,27,83.45,NA,12.8,NA,178.33,0.3,58.33,2,5.4,NA,1008.7,"Light Snow, Mist, Fog, Snow",40.82601,-73.92309,"bronx, ny",NA
"35","bronx, ny","02/04/2009",18.2,29.2,23.6,6.1,47.39,NA,16.1,30,260.54,0,0,3.1,10,NA,1015.7,"",40.82601,-73.92309,"bronx, ny",NA
"36","bronx, ny","02/05/2009",12.8,22.5,17.4,0.2,46.69,NA,16.9,30,308.17,0,0,1.2,10,NA,1025.7,"",40.82601,-73.92309,"bronx, ny",NA
"37","bronx, ny","02/06/2009",16,30.7,23.8,5.3,44.87,NA,10.7,NA,254.52,0,0,1.2,10,NA,1029.3,"",40.82601,-73.92309,"bronx, ny",NA
"38","bronx, ny","02/07/2009",27.5,48.3,37.6,25.1,60.86,NA,12.3,NA,173.52,0,0,NA,9.7,NA,1024.2,"",40.82601,-73.92309,"bronx, ny",NA
"39","bronx, ny","02/08/2009",39,57.8,48.9,31.9,52.17,NA,18.1,38,270.79,0,0,NA,10,NA,1016.2,"",40.82601,-73.92309,"bronx, ny",NA
"40","bronx, ny","02/09/2009",34,44.8,39.6,20.1,45.78,NA,13.1,NA,278.86,0,0,NA,10,NA,1027.4,"",40.82601,-73.92309,"bronx, ny",NA
"41","bronx, ny","02/10/2009",34.9,48.7,41.5,30.8,66.01,NA,8,NA,67,0,0,NA,10,NA,1023.6,"",40.82601,-73.92309,"bronx, ny",NA
"42","bronx, ny","02/11/2009",42.8,63.5,51.6,41.7,69.34,NA,8.9,NA,173.52,0,0,NA,8.2,NA,1011.3,"Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"43","bronx, ny","02/12/2009",44.2,56.2,50.8,34.9,55.87,NA,27.4,56.4,253.33,0.1,8.33,NA,9.6,NA,996.2,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"44","bronx, ny","02/13/2009",32.1,44.2,40.3,16.7,39.41,NA,24.2,45,301.83,0,0,NA,10,NA,1010.2,"",40.82601,-73.92309,"bronx, ny",NA
"45","bronx, ny","02/14/2009",28.6,39.7,34.5,13,41.24,NA,14.2,NA,304.79,0,0,NA,10,NA,1013.6,"",40.82601,-73.92309,"bronx, ny",NA
"46","bronx, ny","02/15/2009",29.2,42.4,35.5,12.6,39.33,NA,15.8,NA,316.25,0,0,NA,10,NA,1016.8,"",40.82601,-73.92309,"bronx, ny",NA
"47","bronx, ny","02/16/2009",28.6,39.7,33.2,15,47.05,NA,11.1,NA,232.88,0,0,NA,10,NA,1020.4,"",40.82601,-73.92309,"bronx, ny",NA
"48","bronx, ny","02/17/2009",25.3,39.8,33,14,46.68,NA,11,NA,183.55,0,0,NA,10,NA,1023,"",40.82601,-73.92309,"bronx, ny",NA
"49","bronx, ny","02/18/2009",33,43.9,37.4,28.5,71.55,NA,12.3,34.4,174.79,0.3,37.5,NA,8,NA,1011.7,"Mist, Light Snow, Light Drizzle, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"50","bronx, ny","02/19/2009",28.9,48.8,42.3,30.3,65.09,NA,20.3,42.5,252.79,0,8.33,NA,8.6,NA,996.4,"Mist, Light Drizzle",40.82601,-73.92309,"bronx, ny",NA
"51","bronx, ny","02/20/2009",23.5,33.4,28,6.3,39.34,NA,21.2,36.9,273.92,0,0,NA,10,NA,1007.8,"",40.82601,-73.92309,"bronx, ny",NA
"52","bronx, ny","02/21/2009",26.9,41.1,33.4,12.5,42.43,NA,15.5,32.2,251.17,0,0,NA,10,NA,1021.7,"",40.82601,-73.92309,"bronx, ny",NA
"53","bronx, ny","02/22/2009",33.1,42.7,38.2,28.5,68.75,NA,20.8,43.6,240.04,0.1,29.17,NA,9.1,NA,1014.7,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"54","bronx, ny","02/23/2009",24.7,33.7,29.2,9.7,43.79,NA,25.1,42.5,292.67,0,0,NA,10,NA,1017.7,"",40.82601,-73.92309,"bronx, ny",NA
"55","bronx, ny","02/24/2009",22.1,37.2,28.8,9.3,44.27,NA,17,34.4,300.38,0,0,NA,10,NA,1025.2,"",40.82601,-73.92309,"bronx, ny",NA
"56","bronx, ny","02/25/2009",25.3,41.6,32.4,12.3,44.59,NA,9.9,NA,166.22,0,0,NA,10,NA,1030.3,"",40.82601,-73.92309,"bronx, ny",NA
"57","bronx, ny","02/26/2009",35.2,49.1,41.3,26.1,55.28,NA,8.8,NA,204.09,0,0,NA,10,NA,1026.7,"",40.82601,-73.92309,"bronx, ny",NA
"58","bronx, ny","02/27/2009",42.3,57.3,49.4,40.7,73.08,NA,14.6,34.4,168.54,0,16.67,NA,9.6,NA,1016.6,"Light Rain",40.82601,-73.92309,"bronx, ny",NA
"59","bronx, ny","02/28/2009",31.1,53.2,38.4,22.5,54.14,NA,17.4,32.2,201.17,0,4.17,NA,10,NA,1020.4,"",40.82601,-73.92309,"bronx, ny",NA
"60","bronx, ny","03/01/2009",29.2,35.2,32.5,21.1,63.55,NA,20.4,NA,53.58,0.1,16.67,NA,8.3,NA,1018.4,"Light Snow, Mist, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"61","bronx, ny","03/02/2009",17.9,28.6,22.9,15.9,75.05,NA,18.5,41.4,260.92,0.5,50,5.9,4.9,NA,1012.9,"Blowing Or Drifting Snow, Mist, Light Snow, Fog, Smoke Or Haze, Snow",40.82601,-73.92309,"bronx, ny",NA
"62","bronx, ny","03/03/2009",12.8,26.9,19.4,0.9,44.74,NA,16.6,NA,301.25,0.2,4.17,5.9,10,NA,1022.9,"",40.82601,-73.92309,"bronx, ny",NA
"63","bronx, ny","03/04/2009",18.6,34,26.3,7.2,44.94,NA,12.3,NA,307.92,0,0,5.1,10,NA,1028.1,"",40.82601,-73.92309,"bronx, ny",NA
"64","bronx, ny","03/05/2009",28.6,43,35.4,16.4,46.42,NA,14.3,NA,200.15,0,0,3.1,10,NA,1029.8,"",40.82601,-73.92309,"bronx, ny",NA
"65","bronx, ny","03/06/2009",38.2,53.5,46.8,30.4,53.36,NA,13.5,NA,210.12,0,4.17,2,10,NA,1019,"",40.82601,-73.92309,"bronx, ny",NA
"66","bronx, ny","03/07/2009",49.7,68.6,57.3,42.7,58.68,NA,9.2,NA,208,0,0,NA,9,NA,1016.4,"Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"67","bronx, ny","03/08/2009",49.7,61.9,57.5,44.1,61.39,NA,14.6,NA,225.61,0,0,NA,9.7,NA,1011.4,"Light Rain",40.82601,-73.92309,"bronx, ny",NA
"68","bronx, ny","03/09/2009",39,49.3,43.1,37.9,82.04,NA,15,NA,62.21,0.1,33.33,NA,8.8,NA,1013.3,"Mist, Light Drizzle, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"69","bronx, ny","03/10/2009",37.5,44.8,39.7,32.3,75.4,NA,10.4,NA,103.17,0,4.17,NA,9.1,NA,1026.9,"Mist, Light Drizzle, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"70","bronx, ny","03/11/2009",40.1,57.4,49.2,42.2,78.79,NA,13.1,NA,201.13,0,0,NA,7.3,NA,1017.2,"Mist, Light Drizzle, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"71","bronx, ny","03/12/2009",32.5,48.7,37.8,13.1,36.32,NA,17.6,35.6,324.79,0,0,NA,10,NA,1028.6,"",40.82601,-73.92309,"bronx, ny",NA
"72","bronx, ny","03/13/2009",26.8,38.7,32.4,11.8,42.73,NA,11.4,NA,96.88,0,0,NA,10,NA,1032.6,"",40.82601,-73.92309,"bronx, ny",NA
"73","bronx, ny","03/14/2009",33.7,50.1,40.7,23.8,51.65,NA,10,NA,219.75,0,0,NA,9.8,NA,1025.5,"",40.82601,-73.92309,"bronx, ny",NA
"74","bronx, ny","03/15/2009",43.3,51,46.6,29.1,50.67,NA,8.1,NA,211.81,0,0,NA,9,NA,1022.2,"Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"75","bronx, ny","03/16/2009",39.7,46.2,43.4,30.7,60.72,NA,17.6,NA,91.52,0,0,NA,9.6,NA,1025.7,"Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"76","bronx, ny","03/17/2009",35.8,52.5,42.7,30.2,63.06,NA,13,NA,92.33,0,0,NA,10,NA,1025.5,"",40.82601,-73.92309,"bronx, ny",NA
"77","bronx, ny","03/18/2009",41.1,61.9,50.4,33.5,52.62,NA,13.9,NA,204.54,0,0,NA,10,NA,1021.3,"",40.82601,-73.92309,"bronx, ny",NA
"78","bronx, ny","03/19/2009",42.7,52.9,46.5,37.8,72.13,NA,10,NA,139.68,0.1,16.67,NA,9.5,NA,1017.4,"Mist, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"79","bronx, ny","03/20/2009",34,44.5,40,24,55.84,NA,11.4,NA,138.62,0,8.33,NA,9,NA,1024.9,"Mist, Light Snow",40.82601,-73.92309,"bronx, ny",NA
"80","bronx, ny","03/21/2009",31.1,47.3,38.9,11.8,33.49,NA,11,NA,103.12,0,0,NA,10,NA,1032.1,"",40.82601,-73.92309,"bronx, ny",NA
"81","bronx, ny","03/22/2009",35.9,53.2,42.9,21.9,44.35,NA,16.1,32.2,273.67,0,0,NA,9.9,NA,1026.6,"",40.82601,-73.92309,"bronx, ny",NA
"82","bronx, ny","03/23/2009",29.2,41.5,35.1,0.9,23.71,NA,19.2,33.3,310.46,0,0,NA,10,NA,1026.3,"",40.82601,-73.92309,"bronx, ny",NA
"83","bronx, ny","03/24/2009",27.6,47.7,37.2,9.1,31.78,NA,18.1,36.9,197.79,0,0,NA,10,NA,1029.8,"",40.82601,-73.92309,"bronx, ny",NA
"84","bronx, ny","03/25/2009",35.8,51.7,43.1,18.4,37.23,NA,10.3,NA,118.58,0,0,NA,10,NA,1028.1,"",40.82601,-73.92309,"bronx, ny",NA
"85","bronx, ny","03/26/2009",42.3,44.9,43.4,33.9,71.08,NA,9.6,NA,165,0.4,25,NA,7.4,NA,1018.1,"Mist, Light Drizzle, Rain, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"86","bronx, ny","03/27/2009",43.1,61.9,51.8,41.1,69.07,NA,9.7,NA,216.36,0,4.17,NA,9.2,NA,1014,"Mist",40.82601,-73.92309,"bronx, ny",NA
"87","bronx, ny","03/28/2009",43.9,54.2,49.8,42.7,77.14,NA,13.8,NA,98.57,0,8.33,NA,8.9,NA,1014.7,"Mist, Light Drizzle, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"88","bronx, ny","03/29/2009",42.7,50,45.5,44.2,95.31,NA,13.9,35.6,60.83,0.4,37.5,NA,2.9,NA,1000.4,"Mist, Light Drizzle, Thunderstorm, Fog, Heavy Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"89","bronx, ny","03/30/2009",42.7,51.3,47.8,32.3,56.12,NA,18.5,36.9,286.21,0,8.33,NA,10,NA,1003.5,"Light Rain",40.82601,-73.92309,"bronx, ny",NA
"90","bronx, ny","03/31/2009",39.4,59.1,47,30,53.02,NA,17,32.2,248.57,0,0,NA,10,NA,1020.1,"",40.82601,-73.92309,"bronx, ny",NA
"91","bronx, ny","04/01/2009",43.3,49.1,45.1,38.2,77.03,NA,12.6,NA,116.88,0.3,29.17,NA,8.4,NA,1021.2,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"92","bronx, ny","04/02/2009",43.6,60.8,50.8,46.2,85.08,NA,10.4,NA,63.38,0.1,12.5,NA,6,NA,1016.3,"Mist, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"93","bronx, ny","04/03/2009",46.7,61,51.8,49.2,91.36,NA,20.8,39.1,108.21,1,50,NA,4.8,NA,997.2,"Mist, Rain, Fog, Heavy Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"94","bronx, ny","04/04/2009",47.5,57.7,50.8,33.8,52.17,NA,22.7,43.6,269.42,0,0,NA,10,NA,997.9,"",40.82601,-73.92309,"bronx, ny",NA
"95","bronx, ny","04/05/2009",44.8,64.6,54.3,31.2,42.47,NA,17.3,39.1,272.61,0,0,NA,10,NA,1006.8,"",40.82601,-73.92309,"bronx, ny",NA
"96","bronx, ny","04/06/2009",45.2,55.5,48.3,41.9,80.54,NA,12.7,NA,82.39,0.6,41.67,NA,7.3,NA,997.3,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"97","bronx, ny","04/07/2009",40.1,49.1,43.9,27.6,53.72,NA,15.1,NA,263.79,0,0,NA,9.9,NA,994,"Mist",40.82601,-73.92309,"bronx, ny",NA
"98","bronx, ny","04/08/2009",36.2,48,42.1,24,49.06,NA,14.6,30,260,0,0,NA,10,NA,1003.8,"Light Snow",40.82601,-73.92309,"bronx, ny",NA
"99","bronx, ny","04/09/2009",41,61.6,50.9,25.4,39.33,NA,13.4,NA,219,0,0,NA,10,NA,1010,"",40.82601,-73.92309,"bronx, ny",NA
"100","bronx, ny","04/10/2009",46.5,56,51.6,34.6,53.7,NA,13.8,NA,111.23,0,8.33,NA,9.7,NA,1015,"Mist, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"101","bronx, ny","04/11/2009",43.3,48.7,47.3,40.7,79.08,NA,13.5,NA,117.38,0.5,37.5,NA,7.5,NA,1011,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"102","bronx, ny","04/12/2009",36.6,47.7,41.6,15.5,35.08,NA,18.1,35.6,314.04,0,0,NA,10,NA,1018.5,"",40.82601,-73.92309,"bronx, ny",NA
"103","bronx, ny","04/13/2009",34.6,56.7,45.6,15.6,31.87,NA,14.3,NA,295,0,0,NA,10,NA,1019.9,"",40.82601,-73.92309,"bronx, ny",NA
"104","bronx, ny","04/14/2009",43,52.6,47.3,31.8,59.11,NA,15.1,NA,92.91,0.1,25,NA,8.7,NA,1016.3,"Mist, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"105","bronx, ny","04/15/2009",42.7,56,47.1,32.9,60.78,NA,20,31.1,62.25,0.2,41.67,NA,9.1,NA,1016,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"106","bronx, ny","04/16/2009",44.5,63.2,50.2,24.1,37.7,NA,15.7,NA,78.26,0,0,NA,10,NA,1024.5,"",40.82601,-73.92309,"bronx, ny",NA
"107","bronx, ny","04/17/2009",43.6,69,56.1,27,36.48,NA,9.7,NA,253.61,0,0,NA,10,NA,1022.9,"",40.82601,-73.92309,"bronx, ny",NA
"108","bronx, ny","04/18/2009",56.5,77.5,66.3,28.4,24.47,NA,14.6,NA,248.42,0,0,NA,10,NA,1014.7,"",40.82601,-73.92309,"bronx, ny",NA
"109","bronx, ny","04/19/2009",48,62.1,55.8,36.2,48.67,NA,11.5,NA,81.92,0,0,NA,10,NA,1017.1,"",40.82601,-73.92309,"bronx, ny",NA
"110","bronx, ny","04/20/2009",42.7,49.5,45.7,37.7,75.08,NA,20.8,32.2,76.79,1.6,41.67,NA,7,NA,1018.4,"Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"111","bronx, ny","04/21/2009",46.5,58,51.2,49.5,94.13,NA,14.3,31.1,69.62,0.2,12.5,NA,2.8,NA,1006.8,"Mist, Light Drizzle, Rain, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"112","bronx, ny","04/22/2009",49.1,55.9,51.5,43.9,75.95,NA,9.7,NA,231.42,0.1,16.67,NA,9.1,NA,1005.7,"Mist, Rain, Heavy Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"113","bronx, ny","04/23/2009",43.6,55.9,50.4,31.6,49.53,NA,17.7,35.6,287.08,0,0,NA,10,NA,1012.5,"",40.82601,-73.92309,"bronx, ny",NA
"114","bronx, ny","04/24/2009",46.5,69,57.6,33.5,41.41,NA,13.1,NA,229.1,0,0,NA,10,NA,1023.7,"",40.82601,-73.92309,"bronx, ny",NA
"115","bronx, ny","04/25/2009",52,88,69.8,48.2,50.31,85,12.6,NA,185.04,0,0,NA,9.4,NA,1021.6,"Mist, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"116","bronx, ny","04/26/2009",69.8,91.1,77.7,51.9,41.79,87.8,12.8,NA,237.52,0,0,NA,10,NA,1021.9,"",40.82601,-73.92309,"bronx, ny",NA
"117","bronx, ny","04/27/2009",56,77.6,67.6,51.6,57.78,NA,12.8,NA,87.57,0,0,NA,10,NA,1025.3,"",40.82601,-73.92309,"bronx, ny",NA
"118","bronx, ny","04/28/2009",71.8,88.9,79.7,50.4,37.22,86,14.2,33.3,239.88,0,0,NA,10,NA,1021,"",40.82601,-73.92309,"bronx, ny",NA
"119","bronx, ny","04/29/2009",50.1,71.5,58.5,37,45.82,NA,17.9,35.6,106.96,0,0,NA,10,NA,1029.8,"Light Rain",40.82601,-73.92309,"bronx, ny",NA
"120","bronx, ny","04/30/2009",49.1,60.3,54.4,39.2,58.07,NA,12.3,NA,135.86,0,0,NA,9.5,NA,1028.5,"Mist, Light Drizzle",40.82601,-73.92309,"bronx, ny",NA
"121","bronx, ny","05/01/2009",53.2,71.5,62.1,58.4,88.04,NA,14.3,NA,221.33,0.5,29.17,NA,5,NA,1014,"Mist, Light Drizzle, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"122","bronx, ny","05/02/2009",54.9,66,60.9,51,71.71,NA,10.3,NA,258.83,0.1,8.33,NA,8.4,NA,1011.4,"Mist, Heavy Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"123","bronx, ny","05/03/2009",52.6,59.9,55.8,52.7,89.5,NA,8.1,NA,107.21,0.4,58.33,NA,6.1,NA,1015.5,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"124","bronx, ny","05/04/2009",52,55.5,53.4,51.6,93.3,NA,10.7,NA,61,0.3,83.33,NA,4.7,NA,1018,"Mist, Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"125","bronx, ny","05/05/2009",51.4,54.2,52.5,50.3,91.95,NA,15,NA,54.12,0.2,37.5,NA,5.8,NA,1018.8,"Mist, Light Drizzle, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"126","bronx, ny","05/06/2009",48.7,64.2,55.1,49.9,83.58,NA,11.1,NA,133.24,0.3,33.33,NA,7.9,NA,1017.5,"Mist, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"127","bronx, ny","05/07/2009",51.7,70.3,61.1,58.3,91.08,NA,14.2,NA,181.04,1.8,45.83,NA,5.8,NA,1008.6,"Mist, Rain, Fog, Heavy Rain, Light Rain",40.82601,-73.92309,"bronx, ny",NA
"128","bronx, ny","05/08/2009",57.4,73.2,66,53.8,65.66,NA,11.5,NA,200.72,0,0,NA,10,NA,1009.6,"",40.82601,-73.92309,"bronx, ny",NA
"129","bronx, ny","05/09/2009",57.3,75.8,66.8,59.3,78.33,NA,11.4,NA,150.5,0.5,12.5,NA,6.3,NA,1004,"Mist, Rain, Heavy Rain, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"130","bronx, ny","05/10/2009",57.4,73.2,63.6,39.8,42.19,NA,20.8,42.5,301.04,0,0,NA,10,NA,1009.6,"",40.82601,-73.92309,"bronx, ny",NA
"131","bronx, ny","05/11/2009",50.5,64.2,56.1,38.5,52.57,NA,11.9,NA,266.91,0,0,NA,10,NA,1017.6,"",40.82601,-73.92309,"bronx, ny",NA
"132","bronx, ny","05/12/2009",50.8,67,58.7,38.8,50.27,NA,11.5,31.1,200.77,0,0,NA,10,NA,1020.1,"",40.82601,-73.92309,"bronx, ny",NA
"133","bronx, ny","05/13/2009",49.5,65.7,58.3,44.1,61.48,NA,12.6,NA,119.12,0,0,NA,9.9,NA,1028.5,"",40.82601,-73.92309,"bronx, ny",NA
"134","bronx, ny","05/14/2009",56.2,66.3,59.5,52.9,79.02,NA,15.5,38,164.62,0.1,12.5,NA,9.7,NA,1024.9,"Light Rain",40.82601,-73.92309,"bronx, ny",NA
"135","bronx, ny","05/15/2009",59.9,75,65.1,57.7,78.23,NA,10.4,NA,107.91,0,0,NA,8.6,NA,1023.2,"Mist, Fog, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
"136","bronx, ny","05/16/2009",57.7,69.5,62.7,59.3,88.74,NA,11.6,NA,136.65,0,4.17,NA,6.4,NA,1018.1,"Mist, Fog, Light Rain, Smoke Or Haze",40.82601,-73.92309,"bronx, ny",NA
